D,fcy,Ac,As,αsc,Nu0,C,Ns,Vs,Vc,N
140.0,34.92,13273.2289614169,2120.57504117311,0.159763313609467,1265.71469340846,439.822971502571,802.213538075787,1781283.03458541,11149512.3275902,1501.0
140.0,51.5,13150.9895912657,2242.81441132429,0.170543394910286,1525.73265575416,439.822971502571,848.456691803979,1883964.1055124,11046831.2566632,1664.0
140.0,42.25,13273.2289614169,2120.57504117311,0.159763313609467,1363.00746169565,439.822971502571,802.213538075787,1781283.03458541,11149512.3275902,1539.0
92.0,20.71,5808.80481648753,838.805238508475,0.144402379664684,338.976873428616,289.026524130261,218.676525679159,385850.409713898,2672050.21558426,501.0
92.0,20.71,5808.80481648753,838.805238508475,0.144402379664684,338.976873428616,289.026524130261,218.676525679159,771700.819427797,5344100.43116853,431.0
92.0,20.71,5808.80481648753,838.805238508475,0.144402379664684,338.976873428616,289.026524130261,218.676525679159,1157551.2291417,8016150.64675279,409.0
108.0,20.22,7697.68739945839,1463.19677840945,0.190082644628099,535.639442569982,339.292006587698,379.992203352933,948151.512409321,4988101.43484904,665.0
108.0,20.22,7697.68739945839,1463.19677840945,0.190082644628099,535.639442569982,339.292006587698,379.992203352933,1422227.26861398,7482152.15227356,666.0
108.0,20.22,7697.68739945839,1463.19677840945,0.190082644628099,535.639442569982,339.292006587698,379.992203352933,1896303.02481864,9976202.86969807,563.0
108.0,20.22,7697.68739945839,1463.19677840945,0.190082644628099,535.639442569982,339.292006587698,379.992203352933,2370378.7810233,12470253.5871226,524.0
108.0,20.22,7697.68739945839,1463.19677840945,0.190082644628099,535.639442569982,339.292006587698,379.992203352933,2917614.37614844,15349188.67452,495.0
108.0,39.23,7853.98163397448,1306.90254389335,0.1664,735.599521608335,339.292006587698,427.487822107516,705727.373702411,4241150.08234622,836.0
108.0,35.33,7853.98163397448,1306.90254389335,0.1664,718.691469946715,339.292006587698,441.210298818396,988018.323183375,5937610.11528471,785.0
108.0,33.54,7853.98163397448,1306.90254389335,0.1664,704.6328428219,339.292006587698,441.210298818396,1270309.27266434,7634070.1482232,736.0
108.0,34.03,7853.98163397448,1306.90254389335,0.1664,694.758817111667,339.292006587698,427.487822107516,1552600.2221453,9330530.18116168,686.0
108.0,33.15,7853.98163397448,1306.90254389335,0.1664,694.251135738847,339.292006587698,433.891644572593,1834891.17162627,11026990.2141002,686.0
108.0,33.15,7853.98163397448,1306.90254389335,0.1664,714.769505677973,339.292006587698,454.410014511719,2117182.12110723,12723450.2470387,672.0
108.0,20.54,7791.27544460883,1369.60873325901,0.175787487298592,515.720185659629,339.292006587698,355.687388027364,887506.459151836,5048746.48810652,722.0
108.0,22.84,7791.27544460883,1369.60873325901,0.175787487298592,533.64011918223,339.292006587698,355.687388027364,1331259.68872775,7573119.73215978,640.0
165.2,40.9,19324.7686201248,2109.56407308154,0.10916374289132,1547.08366957745,518.991106373034,756.700633014349,2788843.7046138,25547344.1158049,1445.0
165.2,40.9,19324.7686201248,2109.56407308154,0.10916374289132,1547.08366957745,518.991106373034,756.700633014349,4181155.99284762,38301691.4050873,1305.0
165.2,40.9,19324.7686201248,2109.56407308154,0.10916374289132,1547.08366957745,518.991106373034,756.700633014349,6273843.55334451,57471861.876251,1180.0
165.2,40.9,19324.7686201248,2109.56407308154,0.10916374289132,1547.08366957745,518.991106373034,756.700633014349,8364421.54976832,76622707.5787946,956.0
165.2,40.9,19324.7686201248,2109.56407308154,0.10916374289132,1547.08366957745,518.991106373034,756.700633014349,10454999.5461921,95773553.2813383,800.0
165.0,26.898,19015.5576773544,2366.90732114109,0.12447214861123,1351.73256941057,518.362787842316,840.252099005086,5858095.61982419,47063505.2514522,1058.0
165.0,26.898,19015.5576773544,2366.90732114109,0.12447214861123,1351.73256941057,518.362787842316,840.252099005086,5860462.52714533,47082520.8091296,1037.0
165.0,6.7272,19015.5576773544,2366.90732114109,0.12447214861123,968.173558612185,518.362787842316,840.252099005086,5862829.43446647,47101536.366807,800.0
165.0,6.7272,19015.5576773544,2366.90732114109,0.12447214861123,968.173558612185,518.362787842316,840.252099005086,5865196.34178761,47120551.9244843,834.0
110.0,26.898,8858.06606198832,645.251715120809,0.0728434074215939,464.102361227645,345.575191894877,225.838100292283,1419553.77326578,19487745.3363743,437.0
110.0,26.898,8858.06606198832,645.251715120809,0.0728434074215939,464.102361227645,345.575191894877,225.838100292283,1419553.77326578,19487745.3363743,368.0
110.0,26.898,8858.06606198832,645.251715120809,0.0728434074215939,464.102361227645,345.575191894877,225.838100292283,1419553.77326578,19487745.3363743,355.0
110.0,26.898,8858.06606198832,645.251715120809,0.0728434074215939,464.102361227645,345.575191894877,225.838100292283,1419553.77326578,19487745.3363743,374.0
110.0,6.7272,8858.06606198832,645.251715120809,0.0728434074215939,285.428082304491,345.575191894877,225.838100292283,1419553.77326578,19487745.3363743,269.0
110.0,6.7272,8858.06606198832,645.251715120809,0.0728434074215939,285.428082304491,345.575191894877,225.838100292283,1419553.77326578,19487745.3363743,252.0
110.0,6.7272,8858.06606198832,645.251715120809,0.0728434074215939,285.428082304491,345.575191894877,225.838100292283,1419553.77326578,19487745.3363743,211.0
110.0,6.7272,8858.06606198832,645.251715120809,0.0728434074215939,285.428082304491,345.575191894877,225.838100292283,1419553.77326578,19487745.3363743,219.0
108.0,40.4,7853.98163397448,1306.90254389335,0.1664,751.21864063604,339.292006587698,433.917782623471,705727.373702411,4241150.08234622,835.9
108.0,28.6,7697.68739945839,1463.19677840945,0.190082644628099,819.537787932155,339.292006587698,599.383928307645,651122.566392203,3425470.89275898,970.2
108.0,28.6,7697.68739945839,1463.19677840945,0.190082644628099,819.537787932155,339.292006587698,599.383928307645,709650.437528581,3733378.38873732,1205.4
140.0,45.1,13273.2289614169,2120.57504117311,0.159763313609467,1400.79375273487,439.822971502571,802.171126574964,1781283.03458541,11149512.3275902,1667.0
220.0,36.6,31415.9265358979,6597.34457253857,0.21,2629.07951126846,691.150383789755,1479.2566000546,15833626.9740926,75398223.686155,1729.3
240.0,54.5,36643.5367114713,8595.39750022168,0.234567901234568,3645.5840373427,753.98223686155,1648.51128656752,20628954.000532,87944488.1075312,3900.4
152.0,42.9,14957.122623741,3188.71654339364,0.213190506196177,1544.76885997844,477.522083345649,903.108299419947,2908109.487575,13640895.8328518,1693.4
164.0,31.5,18145.8391671346,2978.22983560312,0.164127423822715,1634.28590370465,515.221195188726,1062.69196993991,5062990.72052531,30847926.5841289,1633.7
95.0,26.2,6082.12337734984,1006.09504731213,0.165418388429752,510.358072592822,298.45130209103,351.006440106256,865241.740688433,5230626.10452086,665.4
95.0,26.2,6082.12337734984,1006.09504731213,0.165418388429752,510.358072592822,298.45130209103,351.006440106256,1428654.96718323,8636615.19583677,582.1
121.0,22.2,9331.31557932508,2167.69893097696,0.232303678141571,964.484181376436,380.132711084365,757.32897551542,2276083.87752581,9797881.35829134,1007.4
121.0,26.5,9331.31557932508,2167.69893097696,0.232303678141571,953.624559510956,380.132711084365,706.344696658842,2276083.87752581,9797881.35829134,1088.8
216.0,24.1,32685.1299679482,3958.40674352314,0.121107266435986,2335.52783707997,678.584013175395,1547.81620485242,8787662.97062136,72560988.528845,2440.2
216.0,31.4,32685.1299679482,3958.40674352314,0.121107266435986,2527.57842254216,678.584013175395,1501.26534154859,8787662.97062136,72560988.528845,2865.5
216.0,24.1,33979.4661412272,2664.07057024414,0.0784023668639052,1589.86051632653,678.584013175395,770.955382322952,5914236.66594199,75434414.8335244,1868.9
216.0,31.4,33979.4661412272,2664.07057024414,0.0784023668639052,1831.91646037444,678.584013175395,764.961223539903,5914236.66594199,75434414.8335244,2261.8
153.0,21.8,16879.4317525461,1505.95385442481,0.0892182791756394,990.773888241427,480.663675999238,622.802276035923,2528496.52157925,28340565.9125248,901.6
121.0,33.9,9746.7597918358,1752.25471846624,0.179778178173016,1118.61437440372,380.132711084365,788.199217460485,1836362.94495262,10214604.2618439,1146.6
121.0,29.1,9746.7597918358,1752.25471846624,0.179778178173016,1071.82992740291,380.132711084365,788.199217460485,1836362.94495262,10214604.2618439,1078.0
121.0,25.6,9746.7597918358,1752.25471846624,0.179778178173016,1037.71626813148,380.132711084365,788.199217460485,1836362.94495262,10214604.2618439,940.8
318.5,47.0,72918.0069719806,6754.54986892421,0.0926321240721747,5465.93966011917,1000.59726016835,2038.79333243608,28369109.4494817,306255629.282318,5494.9
500.0,47.0,179450.913965703,16898.6268836595,0.0941685194586929,12712.9252833306,1570.7963267949,4278.73232694258,84493134.4182974,897254569.828513,12838.0
500.0,43.7,179450.913965703,16898.6268836595,0.0941685194586929,11816.5619833379,1570.7963267949,3974.55704303671,84493134.4182974,897254569.828513,11838.4
108.0,36.3,7853.98163397448,1306.90254389335,0.1664,726.322901157109,339.292006587698,441.223367843835,988018.323183375,5937610.11528471,785.0
108.0,34.5,7853.98163397448,1306.90254389335,0.1664,712.185734215955,339.292006587698,441.223367843835,1270309.27266434,7634070.1482232,737.0
108.0,34.1,7853.98163397448,1306.90254389335,0.1664,701.738556342001,339.292006587698,433.917782623471,1834891.17162627,11026990.2141002,686.0
108.0,34.1,7853.98163397448,1306.90254389335,0.1664,726.844154210192,339.292006587698,459.023380491662,2117182.12110723,12723450.2470387,637.0
140.0,31.6,13273.2289614169,2120.57504117311,0.159763313609467,1221.60516175574,439.822971502571,802.171126574964,1781283.03458541,11149512.3275902,1391.6
140.0,45.1,13273.2289614169,2120.57504117311,0.159763313609467,1400.79375273487,439.822971502571,802.171126574964,1781283.03458541,11149512.3275902,1685.6
140.0,51.0,13273.2289614169,2120.57504117311,0.159763313609467,1054.9907953726,439.822971502571,378.056118340342,1781283.03458541,11149512.3275902,1705.2
100.0,43.4,7088.21842466197,765.763209312512,0.10803324099723,494.490217966769,314.159265358979,186.861538336439,459457.925587507,4252931.05479718,686.0
100.0,43.4,7238.22947387088,615.7521601036,0.0850694444444445,459.567504339264,314.159265358979,145.428345173268,554176.94409324,6514406.52648379,587.0
100.0,36.7,7238.22947387088,615.7521601036,0.0850694444444445,411.07136686433,314.159265358979,145.428345173268,369451.29606216,4342937.68432253,558.6
100.0,36.7,7238.22947387088,615.7521601036,0.0850694444444445,411.07136686433,314.159265358979,145.428345173268,369451.29606216,4342937.68432253,512.5
104.0,28.1,7697.68739945839,797.179135848411,0.103560861136619,423.332437504613,326.725635973339,207.027421579832,860953.466716283,8313502.39141506,433.2
108.0,35.0,7853.98163397448,1306.90254389335,0.1664,702.403317347501,339.292006587698,427.513960158394,1552600.2221453,9330530.18116168,686.0
76.0,41.6,4071.50407905237,464.955712731289,0.114197530864197,297.237390689683,238.761041672824,127.862821001105,723006.133297155,6331188.84292644,355.0
76.0,41.6,4071.50407905237,464.955712731289,0.114197530864197,297.237390689683,238.761041672824,127.862821001105,723471.089009886,6335260.34700549,330.0
219.0,58.0,33653.5259034173,4014.95541128775,0.119302667506826,3256.76501106672,688.008791136165,1304.86050866852,4014955.41128775,33653525.9034173,2989.0
219.0,47.6,34966.7116326178,2701.76968208722,0.0772669077513982,2542.49062039095,688.008791136165,878.075146678347,2701769.68208722,34966711.6326178,1931.0
219.0,52.3,34966.7116326178,2701.76968208722,0.0772669077513982,2706.83416506426,688.008791136165,878.075146678347,2701769.68208722,34966711.6326178,1980.0
114.3,32.68,9093.15144025644,1167.67501146789,0.128412577217009,632.67225011265,359.084040305313,335.508061045069,667326.2690539,5196736.04810655,739.5
114.3,32.68,9093.15144025644,1167.67501146789,0.128412577217009,632.67225011265,359.084040305313,335.508061045069,934140.009174313,7274521.15220515,631.5
114.3,32.68,9093.15144025644,1167.67501146789,0.128412577217009,632.67225011265,359.084040305313,335.508061045069,1334652.5381078,10393472.0962131,599.3
114.3,88.78,9093.15144025644,1167.67501146789,0.128412577217009,1142.79804591104,359.084040305313,335.508061045069,667326.2690539,5196736.04810655,1180.7
114.3,88.78,9093.15144025644,1167.67501146789,0.128412577217009,1142.79804591104,359.084040305313,335.508061045069,934140.009174313,7274521.15220515,1198.3
114.3,88.78,9093.15144025644,1167.67501146789,0.128412577217009,1142.79804591104,359.084040305313,335.508061045069,1334652.5381078,10393472.0962131,1111.6
114.3,105.45,9093.15144025644,1167.67501146789,0.128412577217009,1294.38088042011,359.084040305313,335.508061045069,667326.2690539,5196736.04810655,1407.1
114.3,105.45,9093.15144025644,1167.67501146789,0.128412577217009,1294.38088042011,359.084040305313,335.508061045069,934140.009174313,7274521.15220515,1375.8
114.3,105.45,9093.15144025644,1167.67501146789,0.128412577217009,1294.38088042011,359.084040305313,335.508061045069,1334652.5381078,10393472.0962131,1319.9
114.3,32.68,8219.41954542168,2041.40690630265,0.248363877159639,968.711129260874,359.084040305313,700.100498516494,1166664.04695196,4697398.27020849,1016.6
114.3,32.68,8219.41954542168,2041.40690630265,0.248363877159639,968.711129260874,359.084040305313,700.100498516494,1633125.52504212,6575535.63633734,1057.1
114.3,32.68,8219.41954542168,2041.40690630265,0.248363877159639,968.711129260874,359.084040305313,700.100498516494,2333328.09390393,9394796.54041698,872.2
114.3,58.68,8219.41954542168,2041.40690630265,0.248363877159639,1182.41603744184,359.084040305313,700.100498516494,1166664.04695196,4697398.27020849,1263.2
114.3,58.68,8219.41954542168,2041.40690630265,0.248363877159639,1182.41603744184,359.084040305313,700.100498516494,1633125.52504212,6575535.63633734,1190.0
114.3,58.68,8219.41954542168,2041.40690630265,0.248363877159639,1182.41603744184,359.084040305313,700.100498516494,2333328.09390393,9394796.54041698,1120.6
114.3,73.3,8219.41954542168,2041.40690630265,0.248363877159639,1302.5839511959,359.084040305313,700.100498516494,1166664.04695196,4697398.27020849,1308.5
114.3,22.5,8219.41954542168,2041.40690630265,0.248363877159639,885.037438288481,359.084040305313,700.100498516494,1633125.52504212,6575535.63633734,925.9
114.3,58.2,8219.41954542168,2041.40690630265,0.248363877159639,1178.47071606004,359.084040305313,700.100498516494,2333328.09390393,9394796.54041698,1126.9
160.1,40.0,17704.4607931093,2426.87278507575,0.137076910358112,1387.70281154558,502.968983839726,679.524379821209,4853745.57015149,35408921.5862186,1261.0
160.2,41.0,17737.493697384,2418.99618397466,0.136377564116143,1406.97516928962,503.283143105085,679.737927696881,6047490.45993666,44343734.24346,1244.0
160.3,43.0,17742.2151969831,2439.44669551247,0.137493918793595,1421.56586125864,503.597302370444,658.650607788368,7318340.08653742,53226645.5909492,1236.0
160.2,41.0,17732.7728261034,2423.71705525522,0.136680093915566,1388.71844195491,503.283143105085,661.674756084674,8483009.69339326,62064704.891362,1193.0
159.9,45.0,17657.3243369348,2423.74375879277,0.137265630541933,1475.65159138284,502.340665309008,681.07199622077,9694975.0351711,70629297.3477393,1091.0
159.8,70.0,17619.6604109295,2436.29850551431,0.138271592567305,1922.84870582561,502.026506043649,689.472477060551,4872597.01102863,35239320.8218589,1650.0
159.7,71.0,17506.9099072292,2523.95553789404,0.144169105300063,1952.2221095615,501.71234677829,709.231506148226,6309888.84473511,43767274.768073,1562.0
159.8,73.0,17577.336560541,2478.62235590274,0.141012396694215,1967.24533914865,502.026506043649,684.099770229156,7435867.06770822,52732009.6816231,1468.0
160.1,74.0,17704.4607931093,2426.87278507575,0.137076910358112,1979.94698737099,502.968983839726,669.816888680906,8494054.74776511,61965612.7758825,1326.0
160.2,71.0,17709.1778944786,2447.31198688,0.138194556600113,1945.04629882126,503.283143105085,687.694668313281,9789247.94752001,70836711.5779146,1231.0
218.25,33.69995564915,33377.7117398908,4033.20806460511,0.120835367506182,2343.03700920063,685.652596645972,1218.2096038962,17604953.2020013,145693711.744623,1716.16375501181
218.25,36.2739953345,33119.1586645003,4291.76113999556,0.129585451836849,2497.6684278916,685.652596645972,1296.30422101295,14098435.3448854,108796436.212884,2064.29983102849
218.25,31.6584758987,33215.9982580472,4194.92154644865,0.126292201542741,2318.62220371485,685.652596645972,1267.0543234112,9245607.08837282,73208060.1607361,2412.43590704517
218.25,31.6584758987,33086.9102159112,4324.00958858465,0.130686412250887,2353.5258474952,685.652596645972,1306.04469786233,4077541.04203533,31200956.3336043,2755.66865804753
218.5,31.6584758987,33248.3095384894,4248.36592797244,0.127776900147491,2335.78772820535,686.43799480937,1283.19692200857,3999836.52118605,31303283.4304878,2745.86200801889
219.25,31.6584758987,33702.3168008229,4052.21470015933,0.120235493723102,2290.91444388018,688.794189299562,1223.95045971098,3815160.14020001,31730731.2679748,2804.70190819073
95.25,36.2739953345,6040.72504015716,1084.8488846514,0.179589184649129,524.452878054591,299.236700254428,305.331646130933,3085310.22794858,17179822.014207,279.489525816209
95.25,36.2739953345,6061.40653729482,1064.16738751374,0.175564430626142,519.382253533199,299.236700254428,299.510821078858,3026492.05008907,17238640.1920665,281.450855821936
95.5,36.2739953345,6061.40653729482,1101.62106243076,0.181743470868133,529.923622361485,300.022098417825,310.052189907144,3133010.30155307,17238640.1920665,291.257505850575
95.5,31.6584758987,6089.03684468315,1073.99075504243,0.176381057043566,495.045242462486,300.022098417825,302.275616268788,2086227.04166992,11827954.070797,362.846051059639
95.25,31.6584758987,6040.72504015716,1084.8488846514,0.179589184649129,496.571794225422,299.236700254428,305.331646130933,2106776.53399302,11731088.0279852,406.975976188514
95.25,31.6584758987,6040.72504015716,1084.8488846514,0.179589184649129,496.571794225422,299.236700254428,305.331646130933,2108132.59509883,11738638.9342854,406.975976188514
95.5,36.2739953345,6082.12337734984,1080.90422237574,0.177718233471074,524.844332574603,300.022098417825,304.221417560762,1587848.30266996,8934639.24132692,444.241246297342
95.25,36.2739953345,6054.50877792478,1071.06514688378,0.176903723517417,521.073424514273,299.236700254428,301.45220135114,1570984.80419178,8880450.75002118,441.29925128875
95.0,36.2739953345,6026.9570103528,1061.26141430917,0.176085778027981,517.314742910594,298.45130209103,298.692932435825,1557931.75620586,8847572.89119791,495.235826446264
95.5,36.2739953345,6095.95423900727,1067.07336071831,0.175046156660796,521.453325346967,300.022098417825,300.328709721892,1064405.67731651,6080714.35340975,524.655776532181
95.25,36.2739953345,6068.30822365568,1057.26570115288,0.174227422567531,517.690119744847,299.236700254428,297.568335551653,1051979.37264712,6037966.6825374,534.46242656082
95.25,36.2739953345,6054.50877792478,1071.06514688378,0.176903723517417,521.073424514273,299.236700254428,301.45220135114,539816.834029424,3051472.42407409,637.432251861529
95.5,36.2739953345,6082.12337734984,1080.90422237574,0.177718233471074,524.844332574603,300.022098417825,304.221417560762,544505.502021778,3063869.65133998,632.528926847209
95.5,36.2739953345,6089.03684468315,1073.99075504243,0.176381057043566,523.149310364423,300.022098417825,302.275616268788,542365.331296428,3074963.60656499,666.852201947445
273.0,29.5282361591,51874.7632942381,6660.17642561036,0.128389528986056,3576.09906046351,857.654794430014,2044.32879921383,7326194.0681714,57062239.6236619,5579.98386629553
273.0,8.84715868715,51874.7632942381,6660.17642561036,0.128389528986056,2503.2730619363,857.654794430014,2044.32879921383,7326194.0681714,57062239.6236619,4040.33981179923
273.0,8.84715868715,51874.7632942381,6660.17642561036,0.128389528986056,2503.2730619363,857.654794430014,2044.32879921383,7326194.0681714,57062239.6236619,3844.20681122645
273.0,13.9064780687,51874.7632942381,6660.17642561036,0.128389528986056,2765.72405728416,857.654794430014,2044.32879921383,7326194.0681714,57062239.6236619,5197.52451517862
273.0,13.9064780687,51874.7632942381,6660.17642561036,0.128389528986056,2765.72405728416,857.654794430014,2044.32879921383,7326194.0681714,57062239.6236619,5295.59101546501
204.0,9.1134386546,31415.9265358979,1269.20343205028,0.0404,585.026331348306,640.884901332318,298.71921208598,1116899.02020424,27646015.3515902,1068.92485312164
204.0,9.1134386546,31415.9265358979,1269.20343205028,0.0404,585.026331348306,640.884901332318,298.71921208598,1116899.02020424,27646015.3515902,1039.50490303572
204.0,28.37435630015,31415.9265358979,1269.20343205028,0.0404,1190.12590511488,640.884901332318,298.71921208598,1066130.88292223,26389378.2901543,1294.47780378033
204.0,39.8243949005,31415.9265358979,1269.20343205028,0.0404,1549.83947661668,640.884901332318,298.71921208598,1066130.88292223,26389378.2901543,1637.7105547827
204.0,40.5344748137,31415.9265358979,1269.20343205028,0.0404,1572.14729500438,640.884901332318,298.71921208598,1066130.88292223,26389378.2901543,1691.64712994021
96.0,9.1134386546,5808.80481648753,1429.42465738336,0.246078961600865,640.286826905768,301.59289474462,587.348640554164,586064.109527176,2381609.97475989,912.018452663418
96.0,9.1134386546,5808.80481648753,1429.42465738336,0.246078961600865,640.286826905768,301.59289474462,587.348640554164,643241.09582251,2613962.16741939,843.371902462945
96.0,28.37435630015,5808.80481648753,1429.42465738336,0.246078961600865,752.169738095208,301.59289474462,587.348640554164,643241.09582251,2613962.16741939,1044.40822805004
96.0,28.37435630015,5808.80481648753,1429.42465738336,0.246078961600865,752.169738095208,301.59289474462,587.348640554164,643241.09582251,2613962.16741939,1166.99135340803
96.0,39.8243949005,5808.80481648753,1429.42465738336,0.246078961600865,818.680777465889,301.59289474462,587.348640554164,571769.862953342,2323521.92659501,1176.79800343667
96.0,39.8243949005,5808.80481648753,1429.42465738336,0.246078961600865,818.680777465889,301.59289474462,587.348640554164,571769.862953342,2323521.92659501,1171.89467842235
96.0,39.8243949005,5808.80481648753,1429.42465738336,0.246078961600865,818.680777465889,301.59289474462,587.348640554164,571769.862953342,2323521.92659501,1073.82817813596
96.0,39.8243949005,5808.80481648753,1429.42465738336,0.246078961600865,818.680777465889,301.59289474462,587.348640554164,578916.986240259,2352565.95067745,1122.86142827915
166.0,26.510396528,19113.4497044403,2528.98208613979,0.132314266929652,1201.12871158389,521.504380495906,694.423580901196,1669128.17685226,12614876.8049306,1745.58370509772
166.0,26.510396528,19113.4497044403,2528.98208613979,0.132314266929652,1201.12871158389,521.504380495906,694.423580901196,1669128.17685226,12614876.8049306,1696.55045495453
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,1669128.17685226,12614876.8049306,1863.26350544139
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,1669128.17685226,12614876.8049306,1873.07015547003
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,1669128.17685226,12614876.8049306,1696.55045495453
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,1669128.17685226,12614876.8049306,1735.77705506909
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,1669128.17685226,12614876.8049306,2029.97655592825
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,1669128.17685226,12614876.8049306,2108.42975615736
121.0,40.5344748137,7389.81131940659,4109.20319089545,0.556063343607185,1508.46764496433,380.132711084365,1208.92552415985,2054601.59544772,3694905.6597033,2588.95560756067
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,885143.730148925,6689707.3965541,1784.81030521228
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,885143.730148925,6689707.3965541,2039.78320595689
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,1264491.04306989,9556724.85222015,2000.55660584234
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,1264491.04306989,9556724.85222015,2044.68653097121
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,1669128.17685226,12614876.8049306,1976.03998077074
166.0,29.5282361591,19113.4497044403,2528.98208613979,0.132314266929652,1258.81003758899,521.504380495906,694.423580901196,2781880.29475376,21024794.6748843,1985.84663079938
320.0,46.037594141,73541.5424278835,6883.22950401524,0.0935964799863301,5106.96195949458,1005.30964914873,1721.28627669655,1789639.67104396,19120801.0312497,7913.96657311159
320.0,46.037594141,73541.5424278835,6883.22950401524,0.0935964799863301,5106.96195949458,1005.30964914873,1721.28627669655,3028620.9817667,32358278.6682687,5903.60331724062
320.0,46.037594141,73541.5424278835,6883.22950401524,0.0935964799863301,5106.96195949458,1005.30964914873,1721.28627669655,3579279.34208792,38241602.0624994,5893.79666721198
320.0,46.037594141,73541.5424278835,6883.22950401524,0.0935964799863301,5106.96195949458,1005.30964914873,1721.28627669655,3579279.34208792,38241602.0624994,6384.12916864392
101.8,17.9461695,7226.17078462934,913.098878217628,0.126359991402343,421.596866055683,319.814132135441,291.914780318777,182619.775643526,1445234.15692587,627.62560183289
101.8,17.9461695,6418.39945499009,1720.87020785688,0.268115161719791,640.028408260618,319.814132135441,524.842723722659,344174.041571377,1283679.89099802,953.206382783701
101.8,37.3633365,6418.39945499009,1720.87020785688,0.268115161719791,764.65554235087,319.814132135441,524.842723722659,344174.041571377,1283679.89099802,970.858352835251
100.0,17.9461695,7691.46830264134,162.513331333139,0.0211290386878835,177.71580674496,314.159265358979,39.6834128818814,32502.6662666278,1538293.66052827,238.301595695925
100.0,17.9461695,7691.46830264134,162.513331333139,0.0211290386878835,177.71580674496,314.159265358979,39.6834128818814,32502.6662666278,1538293.66052827,242.224255707381
100.0,17.9461695,7691.46830264134,162.513331333139,0.0211290386878835,177.71580674496,314.159265358979,39.6834128818814,32502.6662666278,1538293.66052827,237.320930693061
150.0,22.555295,17343.1308282159,328.327848226672,0.0189312905195012,471.674339374307,471.238898038469,80.4949073203024,157597.367148803,8324702.79754364,538.385086572276
150.0,22.555295,17343.1308282159,328.327848226672,0.0189312905195012,471.674339374307,471.238898038469,80.4949073203024,262662.278581338,13874504.6625727,513.868461500678
150.0,22.555295,17017.8817407898,653.576935652825,0.0384053048204162,544.078349339121,471.238898038469,160.235006400494,522861.54852226,13614305.3926318,697.252817036226
150.0,22.555295,16695.7114141641,975.747262278452,0.0584429880268928,615.796993421914,471.238898038469,239.220297240574,780597.809822761,13356569.1313313,787.473997299704
150.0,35.30394,16695.7114141641,975.747262278452,0.0584429880268928,828.64469126354,471.238898038469,239.220297240574,780597.809822761,13356569.1313313,1073.82817813596
630.0,36.0,298024.045490142,13700.4855623051,0.0459710743801653,14721.1871305008,1979.20337176157,3992.3214928557,25893917.7127566,563265445.976369,16650.0
630.0,35.0,296844.729621256,14879.8014311916,0.0501265474720629,15590.0561369454,1979.20337176157,5200.49060020145,28122824.704952,561036538.984173,18000.0
630.0,34.5,295243.841549228,16480.6895032189,0.055820603799016,15954.153859575,1979.20337176157,5768.24132612662,31148503.1610838,558010860.528041,18600.0
630.0,38.4,291844.357125502,19880.1739269455,0.068119096503197,17634.0835442008,1979.20337176157,6427.26023058149,37573528.7219271,551585834.967198,20500.0
630.0,46.0,289188.50464748,22536.0264049672,0.0779285000710474,21127.1795815887,1979.20337176157,7824.50836780463,42593089.9053881,546566273.783737,24400.0
720.0,15.0,388592.67452529,18557.7333799468,0.0477562614957094,11618.9029324228,2261.94671058465,5790.01281454342,40084704.1006852,839360176.974627,15000.0
820.0,45.0,505347.624695269,22754.1003731755,0.0450266297123618,30272.2503348082,2576.10597594363,7531.60722352108,55975086.9180116,1243155156.75036,33600.0
1020.0,16.9,786529.543903148,30598.7052955567,0.0389034404781679,23573.5142712703,3204.42450666159,10281.164979307,93632038.2044035,2406780404.34363,30000.0
1020.0,28.9,775221.170345685,41907.0788530202,0.0540582229382785,37855.0317960988,3204.42450666159,15451.1399731086,128235661.290242,2372176781.2578,46000.0
190.7,55.897905,25080.6614765035,3481.51297870821,0.13881264582953,3160.26836406217,599.101719039573,1758.31193151142,4003739.92551444,28842760.697979,3062.61680394393
190.7,55.897905,25080.6614765035,3481.51297870821,0.13881264582953,3160.26836406217,599.101719039573,1758.31193151142,8007479.85102889,57685521.395958,2611.51090262654
